customer_id,age_range,gender,region,registration_month,customer_segment
CUST_241689,18-24,Female,Italy,2022-05,
CUST_241699,55-64,Female,Azerbaijan,2022-01,
CUST_241707,18-24,Female,Germany,2022-01,
CUST_241708,45-54,Male,Netherlands,2022-10,
CUST_241709,45-54,Male,Poland,2022-05,
CUST_241710,25-34,Female,Germany,2022-07,
CUST_241722,65+,Male,Turkey,2022-01,
CUST_241726,45-54,Male,Germany,2022-03,
CUST_241731,25-34,Female,Greece,2022-08,
CUST_241732,45-54,Male,Azerbaijan,2022-05,
CUST_241738,45-54,Female,Turkey,2022-01,
CUST_241750,18-24,Female,Turkey,2022-04,
CUST_241754,55-64,Male,Turkey,2022-08,
CUST_241757,18-24,Male,Turkey,2022-01,
CUST_241761,55-64,Male,Netherlands,2022-05,
CUST_241762,65+,Female,Turkey,2022-05,
CUST_241784,45-54,Male,Germany,2022-01,
CUST_241785,55-64,Female,Netherlands,2022-01,
CUST_241791,35-44,Male,Turkey,2022-09,
CUST_241792,25-34,Male,Turkey,2022-05,
CUST_241797,25-34,Male,Poland,2022-01,
CUST_241802,25-34,Female,Kosovo,2022-01,
CUST_241804,65+,Female,Kosovo,2022-10,
CUST_241819,65+,Female,Kosovo,2022-06,
CUST_241822,65+,Female,Greece,2022-09,
CUST_241823,55-64,Female,Germany,2022-01,
CUST_241824,65+,Female,Netherlands,2022-12,
CUST_241825,35-44,Male,Bulgaria,2022-12,
CUST_241828,65+,Male,Greece,2022-11,
CUST_241838,65+,Female,Netherlands,2022-02,
CUST_241839,25-34,Male,Bulgaria,2022-12,
CUST_241845,65+,Male,Turkey,2022-03,
CUST_241879,35-44,Male,Bulgaria,2022-12,
CUST_241893,18-24,Female,Italy,2022-12,
CUST_241898,25-34,Male,Bulgaria,2022-04,
CUST_241899,65+,Female,Turkey,2022-04,
CUST_241905,25-34,Female,Turkey,2022-08,
CUST_241925,65+,Male,Kosovo,2022-09,
CUST_241939,35-44,Male,Greece,2022-11,
CUST_241948,65+,Female,Azerbaijan,2022-01,
CUST_241952,35-44,Male,Germany,2022-05,
CUST_241954,25-34,Female,Kosovo,2022-06,
CUST_241955,65+,Male,Turkey,2022-05,
CUST_241962,35-44,Male,Germany,2022-07,
CUST_241967,25-34,Female,Turkey,2022-05,
CUST_241969,45-54,Female,Netherlands,2022-03,
CUST_241972,65+,Female,Netherlands,2022-06,
CUST_241987,45-54,Male,Greece,2022-10,
CUST_242001,55-64,Female,Greece,2022-10,
CUST_242010,55-64,Male,Germany,2022-12,
CUST_242025,35-44,Male,Turkey,2022-01,
CUST_242029,65+,Female,Turkey,2022-09,
CUST_242030,45-54,Female,Turkey,2022-04,
CUST_242032,25-34,Female,Azerbaijan,2022-04,
CUST_242035,65+,Female,Turkey,2022-06,
CUST_242047,25-34,Female,Azerbaijan,2022-09,
CUST_242049,55-64,Female,Greece,2022-07,
CUST_242060,65+,Male,Germany,2022-08,
CUST_242067,65+,Male,Turkey,2022-05,
CUST_242069,45-54,Female,Turkey,2022-01,
CUST_242072,25-34,Male,Kosovo,2022-11,
CUST_242084,65+,Female,Azerbaijan,2022-05,
CUST_242093,35-44,Female,Greece,2022-06,
CUST_242096,45-54,Male,Turkey,2022-07,
CUST_242099,65+,Female,Germany,2022-01,
CUST_242100,65+,Female,Germany,2022-05,
CUST_242103,35-44,Female,Bulgaria,2022-11,
CUST_242126,65+,Female,Turkey,2022-02,
CUST_242138,45-54,Female,Azerbaijan,2022-11,
CUST_242144,18-24,Female,Germany,2022-01,
CUST_242148,25-34,Male,Azerbaijan,2022-01,
CUST_242151,18-24,Female,Germany,2022-02,
CUST_242163,45-54,Female,Turkey,2022-01,
CUST_242167,45-54,Male,Azerbaijan,2022-01,
CUST_242173,65+,Male,Greece,2022-10,
CUST_242174,45-54,Female,Greece,2022-10,
CUST_242185,35-44,Male,Turkey,2022-01,
CUST_242196,45-54,Female,Turkey,2022-01,
CUST_242197,65+,Female,Azerbaijan,2022-05,
CUST_242198,35-44,Female,Netherlands,2022-05,
CUST_242199,45-54,Male,Germany,2022-05,
CUST_242205,25-34,Female,Greece,2022-02,
CUST_242211,65+,Female,Netherlands,2022-08,
CUST_242214,45-54,Male,Turkey,2022-02,
CUST_242215,25-34,Female,Romania,2022-12,
CUST_242224,45-54,Female,Bulgaria,2022-11,
CUST_242225,25-34,Male,Bulgaria,2022-01,
CUST_242229,45-54,Male,Germany,2022-07,
CUST_242238,25-34,Male,Italy,2022-01,
CUST_242244,25-34,Female,Azerbaijan,2022-03,
CUST_242248,65+,Male,Bulgaria,2022-02,
CUST_242264,25-34,Male,Turkey,2022-11,
CUST_242267,45-54,Female,Kosovo,2022-02,
CUST_242272,45-54,Male,Turkey,2022-01,
CUST_242273,45-54,Female,Kosovo,2022-01,
CUST_242277,35-44,Male,Germany,2022-12,
CUST_242286,35-44,Female,Turkey,2022-05,
CUST_242288,35-44,Male,Bulgaria,2022-03,
CUST_242300,18-24,Male,Azerbaijan,2022-10,
CUST_242304,55-64,Female,Turkey,2022-01,
CUST_242305,35-44,Female,Bulgaria,2022-01,
CUST_242312,35-44,Male,Greece,2022-01,
CUST_242313,55-64,Female,Bulgaria,2022-01,
CUST_242314,18-24,Female,Azerbaijan,2022-08,
CUST_242315,45-54,Female,Netherlands,2022-01,
CUST_242332,35-44,Female,Germany,2022-03,
CUST_242337,65+,Male,Kosovo,2022-01,
CUST_242338,18-24,Male,Turkey,2022-01,
CUST_242348,45-54,Female,Germany,2022-04,
CUST_242350,25-34,Female,Greece,2022-10,
CUST_242377,45-54,Male,Bulgaria,2022-09,
CUST_242383,25-34,Male,Germany,2022-05,
CUST_242405,25-34,Male,Italy,2022-10,
CUST_242416,25-34,Female,Germany,2022-07,
CUST_242417,65+,Male,Turkey,2022-01,
CUST_242423,65+,Female,Netherlands,2022-05,
CUST_242453,45-54,Female,Kosovo,2022-05,
CUST_242454,45-54,Male,Bulgaria,2022-12,
CUST_242455,18-24,Female,Germany,2022-05,
CUST_242472,55-64,Female,Germany,2022-06,
CUST_242478,35-44,Female,Kosovo,2022-07,
CUST_242479,35-44,Male,Bulgaria,2022-01,
CUST_242482,25-34,Female,Poland,2022-05,
CUST_242483,18-24,Male,Kosovo,2022-05,
CUST_242484,65+,Male,Greece,2022-05,
CUST_242495,25-34,Female,Romania,2022-01,
CUST_242498,55-64,Male,Germany,2022-06,
CUST_242500,35-44,Male,Netherlands,2022-02,
CUST_242509,35-44,Female,Turkey,2022-07,
CUST_242519,18-24,Female,Azerbaijan,2022-09,
CUST_242526,25-34,Female,Azerbaijan,2022-06,
CUST_242530,65+,Male,Italy,2022-02,
CUST_242531,65+,Male,Bulgaria,2022-02,
CUST_242548,25-34,Female,Turkey,2022-01,
CUST_242563,18-24,Female,Netherlands,2022-02,
CUST_242572,18-24,Female,Kosovo,2022-12,
CUST_242579,25-34,Male,Bulgaria,2022-02,
CUST_242580,45-54,Male,Greece,2022-02,
CUST_242591,35-44,Female,Kosovo,2022-03,
CUST_242592,65+,Male,Turkey,2022-03,
CUST_242593,45-54,Male,Kosovo,2022-10,
CUST_242594,65+,Female,Bulgaria,2022-05,
CUST_242606,35-44,Male,Azerbaijan,2022-11,
CUST_242610,55-64,Male,Turkey,2022-01,
CUST_242611,65+,Female,Greece,2022-01,
CUST_242613,25-34,Female,Kosovo,2022-10,
CUST_242614,55-64,Female,Germany,2022-05,
CUST_242622,55-64,Male,Turkey,2022-08,
CUST_242629,35-44,Male,Azerbaijan,2022-05,
CUST_242639,25-34,Female,Germany,2022-05,
CUST_242641,25-34,Male,Turkey,2022-02,
CUST_242646,25-34,Female,Greece,2022-01,
CUST_242711,55-64,Male,Greece,2022-06,
CUST_242717,65+,Female,Germany,2022-07,
CUST_242719,65+,Female,Netherlands,2022-07,
CUST_242725,45-54,Female,Netherlands,2022-04,
CUST_242727,65+,Male,Bulgaria,2022-08,
CUST_242733,25-34,Female,Bulgaria,2022-05,
CUST_242744,25-34,Female,Greece,2022-01,
CUST_242751,65+,Female,Germany,2022-04,
CUST_242752,65+,Male,Azerbaijan,2022-10,
CUST_242768,55-64,Female,Greece,2022-01,
CUST_242786,18-24,Female,Turkey,2022-09,
CUST_242794,35-44,Female,Turkey,2022-01,
CUST_242795,18-24,Male,Germany,2022-05,
CUST_242821,18-24,Male,Kosovo,2022-01,
CUST_242822,65+,Male,Kosovo,2022-01,
CUST_242825,25-34,Male,Turkey,2022-11,
CUST_242835,35-44,Female,Turkey,2022-07,
CUST_242840,35-44,Male,Greece,2022-06,
CUST_242842,55-64,Male,Kosovo,2022-12,
CUST_242848,25-34,Male,Bulgaria,2022-01,
CUST_242855,25-34,Male,Greece,2022-01,
CUST_242856,18-24,Male,Greece,2022-01,
CUST_242878,25-34,Male,Germany,2022-05,
CUST_242879,35-44,Female,Bulgaria,2022-01,
CUST_242880,18-24,Male,Kosovo,2022-04,
CUST_242881,65+,Male,Romania,2022-08,
CUST_242882,35-44,Female,Turkey,2022-04,
CUST_242889,55-64,Male,Greece,2022-01,
CUST_242898,45-54,Female,Netherlands,2022-10,
CUST_242911,25-34,Male,Turkey,2022-06,
CUST_242922,35-44,Male,Turkey,2022-01,
CUST_242923,35-44,Male,Bulgaria,2022-01,
CUST_242933,25-34,Female,Germany,2022-08,
CUST_242945,65+,Male,Bulgaria,2022-03,
CUST_242946,65+,Male,Germany,2022-03,
CUST_242954,65+,Female,Turkey,2022-03,
CUST_242969,25-34,Male,Turkey,2022-02,
CUST_2429690,18-24,Female,Turkey,2022-06,
CUST_242972,65+,Female,Greece,2022-10,
CUST_242973,55-64,Male,Poland,2022-01,
CUST_242977,25-34,Male,Greece,2022-02,
CUST_242986,45-54,Female,Greece,2022-01,
CUST_242989,45-54,Female,Greece,2022-01,
CUST_243000,35-44,Female,Germany,2022-02,
CUST_243007,18-24,Female,Germany,2022-08,
CUST_243010,65+,Female,Kosovo,2022-07,
CUST_243013,55-64,Male,Turkey,2022-01,
CUST_243015,35-44,Male,Kosovo,2022-09,
CUST_243016,25-34,Female,Bulgaria,2022-09,
CUST_243018,65+,Male,Germany,2022-09,
CUST_243019,35-44,Male,Netherlands,2022-02,
CUST_243039,25-34,Female,Turkey,2022-04,
CUST_243051,35-44,Female,Greece,2022-01,
CUST_243054,55-64,Female,Greece,2022-05,
CUST_243060,25-34,Male,Netherlands,2022-02,
CUST_243061,55-64,Female,Germany,2022-02,
CUST_243064,65+,Male,Germany,2022-07,
CUST_243067,55-64,Male,Netherlands,2022-02,
CUST_243089,55-64,Female,Greece,2022-06,
CUST_243093,25-34,Female,Germany,2022-05,
CUST_243097,25-34,Male,Germany,2022-02,
CUST_243113,65+,Male,Turkey,2022-01,
CUST_243114,35-44,Male,Greece,2022-01,
CUST_243154,35-44,Male,Netherlands,2022-06,
CUST_243158,25-34,Male,Kosovo,2022-12,
CUST_243162,25-34,Female,Greece,2022-05,
CUST_243163,65+,Male,Azerbaijan,2022-05,
CUST_243164,45-54,Female,Turkey,2022-02,
CUST_243173,45-54,Male,Greece,2022-01,
CUST_243175,55-64,Male,Bulgaria,2022-03,
CUST_243179,65+,Female,Turkey,2022-01,
CUST_243216,25-34,Male,Azerbaijan,2022-12,
CUST_243225,35-44,Female,Kosovo,2022-10,
CUST_243228,55-64,Female,Netherlands,2022-11,
CUST_243229,55-64,Male,Kosovo,2022-03,
CUST_243239,65+,Male,Greece,2022-02,
CUST_243240,55-64,Female,Azerbaijan,2022-02,
CUST_243241,45-54,Female,Kosovo,2022-02,
CUST_243247,65+,Male,Poland,2022-03,
CUST_243248,35-44,Male,Kosovo,2022-03,
CUST_243254,55-64,Female,Bulgaria,2022-06,
CUST_243255,35-44,Male,Germany,2022-12,
CUST_243265,45-54,Female,Poland,2022-01,
CUST_243272,35-44,Male,Turkey,2022-01,
CUST_243273,35-44,Female,Turkey,2022-01,
CUST_243274,45-54,Male,Turkey,2022-01,
CUST_243282,55-64,Male,Romania,2022-08,
CUST_243297,35-44,Female,Netherlands,2022-06,
CUST_243304,45-54,Male,Bulgaria,2022-01,
CUST_243305,25-34,Male,Turkey,2022-06,
CUST_243330,35-44,Female,Azerbaijan,2022-01,
CUST_243332,55-64,Male,Bulgaria,2022-09,
CUST_243341,25-34,Female,Turkey,2022-01,
CUST_243346,25-34,Female,Germany,2022-01,
CUST_243368,25-34,Male,Greece,2022-09,
CUST_243369,35-44,Male,Turkey,2022-09,
CUST_243382,55-64,Male,Bulgaria,2022-09,
CUST_243383,65+,Female,Germany,2022-12,
CUST_243406,35-44,Female,Germany,2022-11,
CUST_243411,45-54,Male,Kosovo,2022-07,
CUST_243421,35-44,Male,Netherlands,2022-05,
CUST_243427,25-34,Male,Turkey,2022-03,
CUST_243441,35-44,Female,Germany,2022-08,
CUST_243443,55-64,Male,Kosovo,2022-04,
CUST_243449,65+,Male,Kosovo,2022-03,
CUST_243450,55-64,Female,Bulgaria,2022-10,
CUST_243451,65+,Female,Germany,2022-04,
CUST_243479,45-54,Female,Germany,2022-11,
CUST_243483,65+,Female,Turkey,2022-02,
CUST_243492,18-24,Female,Bulgaria,2022-05,
CUST_243493,25-34,Male,Azerbaijan,2022-01,
CUST_243495,35-44,Male,Germany,2022-01,
CUST_243504,35-44,Male,Germany,2022-10,
CUST_243507,65+,Male,Kosovo,2022-01,
CUST_243519,35-44,Female,Turkey,2022-11,
CUST_243524,55-64,Male,Germany,2022-02,
CUST_243525,35-44,Female,Germany,2022-02,
CUST_243532,55-64,Male,Bulgaria,2022-03,
CUST_243539,18-24,Male,Bulgaria,2022-01,
CUST_243540,18-24,Male,Azerbaijan,2022-01,
CUST_243542,55-64,Male,Greece,2022-10,
CUST_243549,35-44,Female,Germany,2022-01,
CUST_243550,55-64,Female,Turkey,2022-01,
CUST_243558,18-24,Female,Romania,2022-09,
CUST_243565,25-34,Female,Greece,2022-03,
CUST_243566,65+,Female,Germany,2022-10,
CUST_243588,55-64,Female,Greece,2022-02,
CUST_243592,25-34,Male,Greece,2022-09,
CUST_243595,25-34,Female,Turkey,2022-09,
CUST_243604,55-64,Male,Turkey,2022-01,
CUST_243629,55-64,Male,Greece,2022-01,
CUST_243631,25-34,Female,Germany,2022-05,
CUST_243632,55-64,Female,Greece,2022-08,
CUST_243642,25-34,Female,Greece,2022-01,
CUST_243648,25-34,Male,Bulgaria,2022-01,
CUST_243649,35-44,Female,Germany,2022-01,
CUST_243669,65+,Male,Azerbaijan,2022-02,
CUST_243679,45-54,Female,Netherlands,2022-11,
CUST_243683,45-54,Female,Azerbaijan,2022-01,
CUST_243691,45-54,Male,Bulgaria,2022-02,
CUST_243693,65+,Male,Turkey,2022-03,
CUST_243697,55-64,Female,Germany,2022-01,
CUST_243705,18-24,Female,Turkey,2022-07,
CUST_243719,65+,Male,Azerbaijan,2022-08,
CUST_243722,65+,Female,Germany,2022-06,
CUST_243723,55-64,Female,Germany,2022-01,
CUST_243724,25-34,Female,Kosovo,2022-01,
CUST_243737,55-64,Male,Germany,2022-07,
CUST_243738,65+,Male,Germany,2022-07,
CUST_243739,25-34,Female,Kosovo,2022-05,
CUST_243740,45-54,Female,Greece,2022-05,
CUST_243749,35-44,Male,Turkey,2022-03,
CUST_243765,25-34,Male,Greece,2022-02,
CUST_243766,45-54,Female,Turkey,2022-02,
CUST_243767,45-54,Female,Kosovo,2022-01,
CUST_243771,45-54,Male,Germany,2022-04,
CUST_243775,35-44,Female,Turkey,2022-01,
CUST_243788,45-54,Male,Bulgaria,2022-01,
CUST_243791,55-64,Male,Greece,2022-07,
CUST_243793,45-54,Male,Greece,2022-02,
CUST_243796,45-54,Female,Germany,2022-11,
CUST_243797,18-24,Male,Kosovo,2022-10,
CUST_243798,35-44,Female,Kosovo,2022-11,
CUST_243799,35-44,Female,Turkey,2022-10,
CUST_243800,35-44,Male,Germany,2022-07,
CUST_243803,65+,Female,Greece,2022-01,
CUST_243807,65+,Male,Turkey,2022-05,
CUST_243817,18-24,Male,Azerbaijan,2022-10,
CUST_243833,25-34,Female,Netherlands,2022-08,
CUST_243852,18-24,Female,Azerbaijan,2022-02,
CUST_243853,55-64,Female,Turkey,2022-03,
CUST_243860,35-44,Male,Bulgaria,2022-12,
CUST_243869,45-54,Female,Greece,2022-01,
CUST_243875,45-54,Male,Bulgaria,2022-01,
CUST_243877,45-54,Male,Azerbaijan,2022-07,
CUST_243903,45-54,Female,Turkey,2022-03,
CUST_243904,35-44,Female,Turkey,2022-03,
CUST_243907,25-34,Female,Turkey,2022-06,
CUST_243921,45-54,Male,Bulgaria,2022-06,
CUST_243929,35-44,Male,Azerbaijan,2022-12,
CUST_243932,65+,Male,Italy,2022-11,
CUST_243948,25-34,Female,Azerbaijan,2022-03,
CUST_243952,65+,Male,Kosovo,2022-01,
CUST_243953,25-34,Male,Turkey,2022-01,
CUST_243969,35-44,Female,Germany,2022-04,
CUST_243970,45-54,Female,Germany,2022-04,
CUST_243975,35-44,Female,Bulgaria,2022-03,
CUST_243976,45-54,Male,Bulgaria,2022-03,
CUST_243977,18-24,Male,Netherlands,2022-02,
CUST_243987,45-54,Female,Turkey,2022-02,
CUST_243990,55-64,Male,Greece,2022-01,
CUST_2439900,45-54,Female,Netherlands,2022-05,
CUST_243991,55-64,Male,Germany,2022-07,
CUST_243995,45-54,Female,Netherlands,2022-05,
CUST_244008,25-34,Male,Germany,2022-09,
CUST_244009,25-34,Female,Bulgaria,2022-09,
CUST_244011,65+,Female,Turkey,2022-01,
CUST_244013,55-64,Female,Turkey,2022-05,
CUST_244020,55-64,Male,Turkey,2022-06,
CUST_244026,45-54,Female,Bulgaria,2022-01,
CUST_244033,45-54,Female,Netherlands,2022-01,
CUST_244034,65+,Male,Bulgaria,2022-09,
CUST_244038,65+,Male,Kosovo,2022-09,
CUST_244041,25-34,Female,Netherlands,2022-07,
CUST_244042,25-34,Female,Romania,2022-07,
CUST_244054,18-24,Female,Turkey,2022-03,
CUST_244058,55-64,Female,Turkey,2022-01,
CUST_244059,65+,Female,Kosovo,2022-01,
CUST_244063,25-34,Male,Netherlands,2022-07,
CUST_244065,18-24,Female,Netherlands,2022-03,
CUST_244066,55-64,Female,Turkey,2022-01,
CUST_244067,65+,Male,Azerbaijan,2022-01,
CUST_244073,45-54,Female,Germany,2022-02,
CUST_244080,45-54,Male,Greece,2022-12,
CUST_244081,18-24,Male,Bulgaria,2022-12,
CUST_244097,25-34,Male,Azerbaijan,2022-02,
CUST_244099,65+,Male,Turkey,2022-01,
CUST_244104,45-54,Male,Netherlands,2022-11,
CUST_244107,55-64,Male,Azerbaijan,2022-05,
CUST_244112,55-64,Male,Bulgaria,2022-05,
CUST_244114,35-44,Male,Turkey,2022-01,
CUST_244115,35-44,Female,Germany,2022-03,
CUST_244116,65+,Male,Azerbaijan,2022-01,
CUST_244121,65+,Female,Kosovo,2022-02,
CUST_244123,25-34,Female,Kosovo,2022-05,
CUST_244132,25-34,Male,Greece,2022-12,
CUST_244133,65+,Male,Poland,2022-01,
CUST_244138,25-34,Male,Poland,2022-06,
CUST_244143,35-44,Male,Germany,2022-12,
CUST_244146,35-44,Female,Bulgaria,2022-02,
CUST_244147,45-54,Male,Germany,2022-08,
CUST_244150,35-44,Female,Greece,2022-04,
CUST_244157,35-44,Female,Romania,2022-04,
CUST_244165,45-54,Male,Poland,2022-04,
CUST_244185,35-44,Male,Kosovo,2022-07,
CUST_244203,45-54,Female,Netherlands,2022-10,
CUST_244220,35-44,Male,Netherlands,2022-04,
CUST_244221,65+,Male,Azerbaijan,2022-01,
CUST_244239,55-64,Male,Bulgaria,2022-02,
CUST_244240,45-54,Male,Bulgaria,2022-02,
CUST_244243,45-54,Female,Netherlands,2022-01,
CUST_244250,55-64,Male,Bulgaria,2022-06,
CUST_244254,55-64,Male,Germany,2022-04,
CUST_244256,55-64,Female,Turkey,2022-05,
CUST_244260,55-64,Male,Turkey,2022-04,
CUST_244262,55-64,Male,Bulgaria,2022-01,
CUST_244263,25-34,Female,Turkey,2022-01,
CUST_244264,25-34,Female,Germany,2022-01,
CUST_244266,55-64,Male,Bulgaria,2022-06,
CUST_244269,35-44,Male,Bulgaria,2022-12,
CUST_244270,18-24,Male,Germany,2022-06,
CUST_244271,55-64,Male,Azerbaijan,2022-05,
CUST_244287,65+,Male,Bulgaria,2022-01,
CUST_244290,45-54,Male,Azerbaijan,2022-12,
CUST_244303,55-64,Female,Azerbaijan,2022-05,
CUST_244304,55-64,Female,Turkey,2022-05,
CUST_244315,65+,Female,Turkey,2022-01,
CUST_244316,18-24,Male,Bulgaria,2022-01,
CUST_244324,45-54,Female,Poland,2022-06,
CUST_244326,25-34,Female,Kosovo,2022-11,
CUST_244327,25-34,Male,Bulgaria,2022-03,
CUST_244345,18-24,Female,Italy,2022-10,
CUST_244376,55-64,Male,Netherlands,2022-11,
CUST_244381,45-54,Male,Germany,2022-02,
CUST_244398,45-54,Female,Bulgaria,2022-12,
CUST_244430,18-24,Male,Azerbaijan,2022-09,
CUST_244431,65+,Male,Greece,2022-09,
CUST_244445,25-34,Female,Germany,2022-10,
CUST_244448,65+,Male,Romania,2022-02,
CUST_244461,45-54,Male,Netherlands,2022-06,
CUST_244483,35-44,Female,Greece,2022-07,
CUST_244486,35-44,Female,Kosovo,2022-06,
CUST_244516,25-34,Female,Bulgaria,2022-01,
CUST_244523,45-54,Female,Turkey,2022-12,
CUST_244529,25-34,Male,Germany,2022-10,
CUST_244530,65+,Female,Turkey,2022-01,
CUST_244536,55-64,Male,Greece,2022-02,
CUST_244550,55-64,Female,Greece,2022-05,
CUST_244552,55-64,Male,Kosovo,2022-10,
CUST_244555,25-34,Male,Bulgaria,2022-09,
CUST_244557,35-44,Male,Germany,2022-04,
CUST_244558,35-44,Female,Bulgaria,2022-01,
CUST_244561,65+,Male,Greece,2022-08,
CUST_244569,45-54,Female,Germany,2022-01,
CUST_244572,65+,Female,Greece,2022-07,
CUST_244573,35-44,Male,Turkey,2022-10,
CUST_244579,65+,Female,Germany,2022-02,
CUST_244584,35-44,Male,Netherlands,2022-08,
CUST_244596,45-54,Female,Azerbaijan,2022-10,
CUST_244601,25-34,Female,Turkey,2022-07,
CUST_244605,65+,Female,Netherlands,2022-01,
CUST_244618,35-44,Female,Turkey,2022-08,
CUST_244631,35-44,Male,Germany,2022-01,
CUST_244644,65+,Female,Romania,2022-01,
CUST_244645,35-44,Female,Greece,2022-04,
CUST_244665,65+,Female,Bulgaria,2022-03,
CUST_244692,25-34,Male,Greece,2022-11,
CUST_244695,18-24,Female,Bulgaria,2022-07,
CUST_244696,45-54,Female,Greece,2022-10,
CUST_244697,25-34,Male,Bulgaria,2022-01,
CUST_244705,35-44,Female,Poland,2022-06,
CUST_244706,65+,Male,Germany,2022-06,
CUST_244707,18-24,Female,Greece,2022-07,
CUST_244710,45-54,Female,Greece,2022-10,
CUST_244711,45-54,Male,Germany,2022-10,
CUST_244713,45-54,Female,Germany,2022-06,
CUST_244715,45-54,Female,Germany,2022-01,
CUST_244716,35-44,Female,Kosovo,2022-01,
CUST_244717,55-64,Male,Kosovo,2022-01,
CUST_244718,65+,Male,Greece,2022-09,
CUST_244722,65+,Female,Turkey,2022-07,
CUST_244723,45-54,Female,Netherlands,2022-08,
CUST_244724,45-54,Male,Bulgaria,2022-07,
CUST_244726,65+,Female,Germany,2022-02,
CUST_244731,25-34,Male,Greece,2022-02,
CUST_244741,25-34,Male,Azerbaijan,2022-06,
CUST_244753,65+,Female,Turkey,2022-04,
CUST_244754,65+,Male,Germany,2022-05,
CUST_244763,25-34,Male,Romania,2022-01,
CUST_244775,55-64,Male,Germany,2022-05,
CUST_244783,25-34,Female,Germany,2022-01,
CUST_244792,18-24,Male,Greece,2022-11,
CUST_244793,18-24,Female,Italy,2022-11,
CUST_244800,25-34,Male,Poland,2022-11,
CUST_244816,35-44,Male,Turkey,2022-04,
CUST_244818,35-44,Male,Greece,2022-01,
CUST_244830,25-34,Male,Greece,2022-08,
CUST_244832,65+,Female,Bulgaria,2022-01,
CUST_244837,55-64,Female,Germany,2022-10,
CUST_244852,55-64,Female,Netherlands,2022-09,
CUST_244855,65+,Female,Greece,2022-12,
CUST_244879,65+,Male,Greece,2022-07,
CUST_244887,18-24,Female,Kosovo,2022-01,
CUST_244888,65+,Male,Germany,2022-11,
CUST_244889,25-34,Male,Bulgaria,2022-01,
CUST_244932,35-44,Male,Kosovo,2022-02,
CUST_244939,45-54,Female,Bulgaria,2022-12,
CUST_244949,65+,Male,Kosovo,2022-09,
CUST_244951,35-44,Female,Germany,2022-11,
CUST_244952,55-64,Male,Netherlands,2022-11,
CUST_244957,65+,Female,Bulgaria,2022-07,
CUST_244958,25-34,Male,Germany,2022-10,
CUST_244966,55-64,Female,Greece,2022-03,
CUST_244968,18-24,Female,Kosovo,2022-01,
CUST_244974,45-54,Male,Italy,2022-06,
CUST_244990,45-54,Female,Romania,2022-01,
CUST_244991,25-34,Female,Turkey,2022-01,
CUST_245000,18-24,Female,Greece,2022-04,
CUST_245010,35-44,Female,Greece,2022-01,
CUST_245013,65+,Male,Greece,2022-03,
CUST_245015,25-34,Male,Azerbaijan,2022-12,
CUST_245021,55-64,Female,Turkey,2022-05,
CUST_245028,25-34,Male,Germany,2022-02,
CUST_245030,45-54,Female,Greece,2022-02,
CUST_245031,25-34,Male,Azerbaijan,2022-03,
CUST_245032,35-44,Male,Greece,2022-01,
CUST_245033,25-34,Male,Poland,2022-01,
CUST_245035,25-34,Female,Turkey,2022-11,
CUST_245036,65+,Male,Kosovo,2022-08,
CUST_245037,45-54,Female,Greece,2022-08,
CUST_245039,45-54,Male,Greece,2022-01,
CUST_245040,65+,Male,Turkey,2022-01,
CUST_245071,65+,Female,Greece,2022-01,
CUST_245072,45-54,Female,Azerbaijan,2022-01,
CUST_245092,18-24,Female,Azerbaijan,2022-03,
CUST_245107,18-24,Female,Turkey,2022-03,
CUST_245108,55-64,Female,Turkey,2022-02,
CUST_245109,65+,Male,Greece,2022-02,
CUST_245119,25-34,Male,Netherlands,2022-01,
CUST_245122,45-54,Female,Bulgaria,2022-11,
CUST_245129,65+,Male,Turkey,2022-02,
CUST_245142,55-64,Male,Romania,2022-02,
CUST_245143,65+,Female,Germany,2022-02,
CUST_245151,65+,Male,Poland,2022-02,
CUST_245167,25-34,Female,Germany,2022-12,
CUST_245179,35-44,Female,Greece,2022-03,
CUST_245188,35-44,Male,Kosovo,2022-10,
CUST_245213,25-34,Female,Azerbaijan,2022-05,
CUST_245214,35-44,Female,Azerbaijan,2022-04,
CUST_245222,25-34,Male,Greece,2022-12,
CUST_245223,65+,Female,Greece,2022-08,
CUST_245245,65+,Female,Netherlands,2022-02,
CUST_245246,35-44,Male,Italy,2022-01,
CUST_245252,18-24,Female,Turkey,2022-11,
CUST_245260,18-24,Male,Greece,2022-03,
CUST_245264,55-64,Male,Turkey,2022-10,
CUST_245265,65+,Male,Netherlands,2022-10,
CUST_245271,35-44,Female,Germany,2022-12,
CUST_245272,35-44,Male,Romania,2022-03,
CUST_245276,35-44,Male,Germany,2022-01,
CUST_245277,65+,Male,Netherlands,2022-05,
CUST_245280,55-64,Female,Bulgaria,2022-03,
CUST_245281,25-34,Male,Greece,2022-12,
CUST_245283,35-44,Female,Netherlands,2022-01,
CUST_245293,35-44,Male,Netherlands,2022-09,
CUST_245294,55-64,Male,Germany,2022-06,
CUST_245309,35-44,Male,Kosovo,2022-11,
CUST_245310,35-44,Male,Poland,2022-09,
CUST_245313,45-54,Female,Netherlands,2022-01,
CUST_245314,65+,Male,Turkey,2022-01,
CUST_245320,65+,Male,Bulgaria,2022-04,
CUST_245321,45-54,Male,Greece,2022-04,
CUST_245323,25-34,Female,Greece,2022-08,
CUST_245325,65+,Male,Azerbaijan,2022-01,
